0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.500000,0.000000
0.500000,0.000000
0.500000,0.000000
0.500000,0.000000
0.500000,0.000000
0.500000,0.000000
0.500000,0.000000
0.500000,0.000000
0.500000,0.000000
0.500000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.000000,0.000000
1.500000,0.000000
1.500000,0.000000
1.500000,0.000000
1.500000,0.000000
1.500000,0.000000
1.500000,0.000000
1.500000,0.000000
1.500000,0.000000
1.500000,0.000000
1.500000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.000000,0.000000
2.500000,0.061866
2.500000,0.123732
2.500000,0.185597
2.500000,0.247463
2.500000,0.309329
2.500000,0.371195
2.500000,0.433060
2.500000,0.494926
2.500000,0.556792
2.500000,0.618658
3.000000,4.165280
3.000000,7.711903
3.000000,11.258526
3.000000,14.805149
3.000000,18.351772
3.000000,21.898394
3.000000,25.445017
3.000000,28.991640
3.000000,32.538263
3.000000,36.084886
3.500000,42.486432
3.500000,48.887978
3.500000,55.289523
3.500000,61.691069
3.500000,68.092615
3.500000,74.494161
3.500000,80.895707
3.500000,87.297253
3.500000,93.698799
3.500000,100.100345
4.000000,108.570281
4.000000,117.040217
4.000000,125.510153
4.000000,133.980089
4.000000,142.450025
4.000000,150.919961
4.000000,159.389897
4.000000,167.859833
4.000000,176.329769
4.000000,184.799705
4.500000,194.889541
4.500000,204.979376
4.500000,215.069212
4.500000,225.159047
4.500000,235.248883
4.500000,245.338719
4.500000,255.428554
4.500000,265.518390
4.500000,275.608225
4.500000,285.698061
5.000000,297.075490
5.000000,308.452919
5.000000,319.830348
5.000000,331.207777
5.000000,342.585205
5.000000,353.962634
5.000000,365.340063
5.000000,376.717492
5.000000,388.094921
5.000000,399.472350
5.500000,411.912724
5.500000,424.353098
5.500000,436.793473
5.500000,449.233847
5.500000,461.674222
5.500000,474.114596
5.500000,486.554971
5.500000,498.995345
5.500000,511.435719
5.500000,523.876094
6.000000,537.188665
6.000000,550.501236
6.000000,563.813807
6.000000,577.126378
6.000000,590.438950
6.000000,603.751521
6.000000,617.064092
6.000000,630.376663
6.000000,643.689234
6.000000,657.001805
6.500000,671.046221
6.500000,685.090638
6.500000,699.135054
6.500000,713.179470
6.500000,727.223886
6.500000,741.268302
6.500000,755.312718
6.500000,769.357134
6.500000,783.401550
6.500000,797.445966
7.000000,812.193738
7.000000,826.941510
7.000000,841.689281
7.000000,856.437053
7.000000,871.184824
7.000000,885.932596
7.000000,900.680368
7.000000,915.428139
7.000000,930.175911
7.000000,944.923683
7.500000,960.208391
7.500000,975.493098
7.500000,990.777806
7.500000,1006.062514
7.500000,1021.347222
7.500000,1036.631930
7.500000,1051.916638
7.500000,1067.201346
7.500000,1082.486053
7.500000,1097.770761
8.000000,1113.564018
8.000000,1129.357275
8.000000,1145.150532
8.000000,1160.943789
8.000000,1176.737046
8.000000,1192.530303
8.000000,1208.323560
8.000000,1224.116817
8.000000,1239.910073
8.000000,1255.703330
8.500000,1271.902831
8.500000,1288.102331
8.500000,1304.301832
8.500000,1320.501332
8.500000,1336.700832
8.500000,1352.900333
8.500000,1369.099833
8.500000,1385.299333
8.500000,1401.498834
8.500000,1417.698334
9.000000,1434.226050
9.000000,1450.753765
9.000000,1467.281480
9.000000,1483.809196
9.000000,1500.336911
9.000000,1516.864627
9.000000,1533.392342
9.000000,1549.920057
9.000000,1566.447773
9.000000,1582.975488
9.500000,1599.919218
9.500000,1616.862949
9.500000,1633.806679
9.500000,1650.750409
9.500000,1667.694139
9.500000,1684.637869
9.500000,1701.581599
9.500000,1718.525329
9.500000,1735.469060
9.500000,1752.412790
10.000000,1769.654066
10.000000,1786.895342
10.000000,1804.136618
10.000000,1821.377894
10.000000,1838.619171
10.000000,1855.860447
10.000000,1873.101723
10.000000,1890.342999
10.000000,1907.584275
10.000000,1924.825552
10.500000,1942.380065
10.500000,1959.934578
10.500000,1977.489091
10.500000,1995.043605
10.500000,2012.598118
10.500000,2030.152631
10.500000,2047.707144
10.500000,2065.261658
10.500000,2082.816171
10.500000,2100.370684
11.000000,2118.145797
11.000000,2135.920910
11.000000,2153.696022
11.000000,2171.471135
11.000000,2189.246248
11.000000,2207.021360
11.000000,2224.796473
11.000000,2242.571586
11.000000,2260.346699
11.000000,2278.121811
